epigram_number,greek_text,url
7.28,"ὦ ξένε, τόνδε τάφον τὸν Ἀνακρείοντος ἀμείβων, σπεῖσόν μοι παριών εἰμὶ γὰρ οἰνοπότης.",https://anthologiagraeca.org/api/texts/477/
7.29,"εὕδεις ἐν φθιμένοισιν, Ἀνάκρεον, ἐσθλὰ πονήσας, εὕδει δ᾽ ἡ γλυκερὴ νυκτιλάλος κιθάρη: εὕδει καὶ Σμέρδις, τὸ Πόθων ἔαρ, ᾧ σὺ μελίσδων βάρβιτ᾽ ἀνεκρούου νέκταρ ἐναρμόνιον. ἠϊθέων γὰρ Ἔρωτος ἔφυς σκοπός: εἰς δὲ σὲ μοῦνον τόξα τε καὶ σκολιὰς εἶχεν ἑκηβολίας.",https://anthologiagraeca.org/api/texts/480/
7.30,"τύμβος Ἀνακρείοντος: ὁ Τήιος ἐνθάδε κύκνος εὕδει, χἠ παίδων ζωροτάτη μανίη. ἀκμὴν οἱ λυρόεν τι μελίζεται ἀμφὶ Βαθύλλῳ ἵμερα, καὶ κισσοῦ λευκὸς ὄδωδε λίθος. οὐδ᾽ Ἀίδης σοι ἔρωτας ἀπέσβεσεν, ἐν δ᾽ Ἀχέροντος ὢν ὅλος ὠδίνεις κύπριδι θερμοτέρῃ.",https://anthologiagraeca.org/api/texts/483/
7.31,"Σμερδίῃ ὦ ἐπὶ Θρῃκὶ τακεὶς καὶ ἐπ᾽ ἔσχατον ὀστεῦν, κώμου καὶ πάσης κοίρανε παννυχίδος, τερπνότατε Μούσῃσιν Ἀνάκρεον, ὦ πὶ Βαθύλλῳ χλωρὸν ὑπὲρ κυλίκων πολλάκι δάκρυ χέας, αὐτόματαί τοι κρῆναι ἀναβλύζοιεν ἀκρήτου, κἠκ μακάρων προχοαὶ νέκταρος ἀμβροσίου; αὐτόματοι δὲ φέροιεν ἴον, τὸ φιλέσπερον ἄνθος, κῆποι, καὶ μαλακῇ μύρτα τρέφοιτο δρόσῳ: ὄφρα καὶ ἐν Δηοῦς οἰνωμένος ἁβρὰ χορεύσῃς, βεβληκὼς χρυσέην χεῖρας ἐπ᾽ Εὐρυπύλην.",https://anthologiagraeca.org/api/texts/486/
7.32,"πολλάκι μὲν τόδ᾽ ἄεισα, καὶ ἐκ τύμβου δὲ βοήσω: πίνετε, πρὶν ταύτην ἀμφιβάλησθε, κόνιν,",https://anthologiagraeca.org/api/texts/489/
7.33,"α. πολλὰ πιὼν τέθνηκας, Ἀνάκρεον. β. ἀλλὰ τρυφήσας: καὶ σὺ δὲ μὴ πίνων ἵξεαι εἰς Ἀίδην.",https://anthologiagraeca.org/api/texts/492/
7.34,"Πιερικὰν σάλπιγγα, τὸν εὐαγέων βαρὺν ὕμνων χαλκευτάν, κατέχει Πίνδαρον ἅδε κόνις, οὗ μέλος εἰσαΐων φθέγξαιό κεν, ὥς ἀπὸ Μουσῶν ἐν Κάδμου θαλάμοις σμῆνος ἀπεπλάσατο.",https://anthologiagraeca.org/api/texts/495/
7.35,"ἄρμενος ἦν ξείνοισιν ἀνὴρ ὅδε καὶ φίλος ἀστοῖς, Πίνδαρος, εὐφώνων Πιερίδων: πρόπολος.",https://anthologiagraeca.org/api/texts/498/
7.36,"αἰεί τοι λιπαρῷ ἐπὶ σήματι, δῖε Σοφόκλεις, σκηνίτης μαλακοὺς κισσὸς ἅλοιτο πόδας, αἰεί τοι βούπαισι περιστάζοιτο μελίσσαις τύμβος, Ὑμηττείῳ λειβόμενος μέλιτι, ὡς ἄν τοι ῥείῃ μὲν ἀεὶ γάνος Ἀτθίδι δέλτῳ κηρός, ὑπὸ στεφάνοις δ᾽ αἰὲν ἔχῃς πλοκάμους.",https://anthologiagraeca.org/api/texts/501/
7.37,"α. τύμβος ὅδ᾽ ἔστ᾽, ὤνθρωπε, Σοφοκλέος, ὃν παρὰ Μουσέων ἱρὴν παρθεσίην, ἱερὸς ὢν, ἔλαχον: ὅς με τὸν ἐκ Φλιοῦντος, ἔτι τρίβολον πατέοντα, πρίνινον, ἐς χρύσεον σχῆμα μεθηρμόσατο, καὶ λεπτὴν ἐνέδυσεν ἁλουργίδα: τοῦ δὲ θανόντος εὔθετον ὀρχηστὴν τῇδ᾽ ἀνέπαυσα πόδα. β. ὄλβιος, ὡς ἁγνὴν ἔλαχες στάσιν ἡ δ᾽ ἐνὶ χερσὶν κούριμος, ἐκ ποίης ἥδε διδασκαλίης; α. εἴτε σοὶ Ἀντιγόνην εἰπεῖν φίλον, οὐκ ἂν ἁμάρτοις, εἴτε καὶ Ἠλέκτραν ἀμφότεραι γάρ ἄκρον.",https://anthologiagraeca.org/api/texts/504/
7.38,"θεῖος Ἀριστοφάνευς ὑπ᾽ ἐμοὶ νέκυς: εἰ τινα πεύθῃ], κωμικός, ἀρχαίης μνᾶμα χοροστασίης.",https://anthologiagraeca.org/api/texts/507/
7.39,"ὁ τραγικὸν φώνημα καὶ ὀφρυόεσσαν ἀοιδὴν πυργώσας στιβαρῇ πρῶτος ἐν εὐεπίῃ, Αἰσχύλος Εὐφορίωνος, Ἐλευσινίης ἑκὰς αἴης κεῖται, κυδαίνων σήματι Τρινακρίην.",https://anthologiagraeca.org/api/texts/510/
7.40,"Αἰσχύλον ἥδε λέγει ταφίη λίθος ἐνθάδε κεῖσθαι τὸν μέγαν, οἰκείης τῆλ᾽ ἀπὸ Κεκροπίης, λευκὰ Γέλα Σικελοῖο παρ᾽ ὕδατα: τίς φθόνος, αἰαῖ, Θησείδας ἀγαθῶν ἔγκοτος αἰὲν ἔχει;",https://anthologiagraeca.org/api/texts/513/
7.41,"ἆ μάκαρ ἀμβροσίῃσι συνέστιε φίλτατε Μούσαις, χαῖρε καὶ εἰν Ἀίδεω δώμασι, Καλλίμαχε,",https://anthologiagraeca.org/api/texts/516/
7.42,"ἆ μέγα Βαττιάδαο σοφοῦ περίπυστον ὄνειαρ, ἦ ῥ᾽ ἐτεὸν κεράων, οὐδ᾽ ἐλέφαντος ἔης. τοῖα γὰρ ἄμμιν ἔφηνας, ἅτ᾽ οὐ πάρος ἀνέρες ἴδμεν, ἀμφί τε ἀθανάτους, ἀμφί τε ἡμιθέους, εὖτέ μιν ἐκ Λιβύης ἀναείρας εἰς Ἑλικῶνα ἤγαγες ἐν μέσσαις Πιερίδεσσι φέρων αἱ δ᾽ οἱ εἰρομένῳ ἀμφ᾽ ὠγυγίων ἡρώων αἴτια καὶ μακάρων εἶρον ἀμειβόμεναι.",https://anthologiagraeca.org/api/texts/519/
7.43,"χαῖρε μελαμπετάλοις, Εὐριπίδη, ἐν γυάλοισι Πιερίας τὸν ἀεὶ νυκτὸς ἔχων θάλαμον ἴσθι δ᾽ ὑπὸ χθονὸς ὤν, ὅτι σοι κλέος ἄφθιτον ἔσται ἶσον Ὁμηρείαις ἀενάοις χάρισιν.",https://anthologiagraeca.org/api/texts/522/
7.44,"εἰ καὶ δακρυόεις, Εὐριπίδη, εἷλέ σε πότμος, καί σε λυκορραῖσται δεῖπνον ἔθεντο κύνες, τὸν σκηνῇ μελίγηρυν ἀηδόνα, κόσμον Ἀθηνῶν, τὸν σοφίῃ Μουσέων μιξάμενον χάριτα, ἀλλ᾽ ἔμολες Πελλαῖον ὑπ᾽ ἠρίον, ὡς ἂν ὁ λάτρις Πιερίδων ναίῃς ἀγχόθι Πιερίδων.",https://anthologiagraeca.org/api/texts/525/
7.45,"μνῆμα μὲν Ἑλλὰς ἅπας1᾽ Εὐριπίδου: ὀστέα δ᾽ ἴσχει γῆ Μακεδών ἢ γὰρ δέξατο τέρμα βίου. πατρὶς δ᾽ Ἑλλάδος Ἑλλάς, Ἀθῆναι: πλεῖστα δε Μούσαις τέρψας, ἐκ πολλῶν καὶ τὸν ἔπαινον ἔχει.",https://anthologiagraeca.org/api/texts/530/
7.46,"οὐ σὸν μνῆμα τόδ᾽ ἔστ᾽, Εὐριπίδη, ἀλλὰ σὺ τοῦδε: τῇ σῇ γὰρ δόξῃ μνῆμα τόδ᾽ ἀμπέχεται.",https://anthologiagraeca.org/api/texts/1638/
7.47,"ἅπας1᾽ Ἀχαιὶς μνῆμα σόν, Εὐριπίδη: οὔκουν ἄφωνος, ἀλλὰ καὶ λαλητέος.",https://anthologiagraeca.org/api/texts/533/
7.48,"Αἰθαλέοιο πυρὸς σάρκες ῥιπῇσι τρυφηλαὶ ληφθεῖσαι, νοτίην ὦσαν ἄπ᾽ αἰθόμεναι: μοῦνα δ᾽ ἔνεστι τάφῳ πολυδακρύῳ ὀστέα κωφά, καὶ πόνος εἰνοδίοις τῇδε παρερχομένοις.",https://anthologiagraeca.org/api/texts/536/
7.49,"ἁ Μακέτις σε κέκευθε τάφου κόνις: ἀλλὰ πυρωθεὶς Ζανὶ κεραυνείῳ, γαῖαν ἀπημφίασας. τρὶς γὰρ ἐπαστράψας, Εὐριπίδη, ἐκ Διὸς αἰθὴρ ἥγνισε τὰν θνατὰν σώματος ἱστορίαν",https://anthologiagraeca.org/api/texts/540/
7.50,"τὴν Εὐριπίδεω μήτ᾽ ἔρχεο, μήτ᾽ ἐπιβάλλου, δύσβατον ἀνθρώποις οἶμον, ἀοιδοθέτα. λείη μὲν γὰρ ἰδεῖν καὶ ἐπίρροθος: ἢν δέ τις αὐτὴν εἰσβαίνῃ, χαλεποῦ τρηχυτέρη σκόλοπος: ἢν δὲ τὰ Μηδείης Αἰητίδος ἄκρα χαράξῃς, ἀμνήμων κείσῃ νέρθεν. ἔα στεφάνους.",https://anthologiagraeca.org/api/texts/543/
7.51,"οὔ σε κυνῶν γένος εἷλ᾽, Εὐριπίδη, οὐδὲ γυναικὸς οἶστρος, τὸν σκοτίης Κύπριδος ἀλλότριον, ἀλλ᾽ Ἀίδης καὶ γῆρας: ὑπαὶ Μακέτῃ δ᾽ Ἀρεθούσῃ κεῖσαι, ἑταιρείῃ τίμιος Ἀρχέλεω. σὸν δ᾽ οὐ τοῦτον ἐγὼ τίθεμαι τάφον, ἀλλὰ τὰ Βάκχου βήματα καὶ σκηνὰς ἐμβάδ᾽ ^ ἐρειδομένας.",https://anthologiagraeca.org/api/texts/558/
7.52,"Ἑλλάδος εὐρυχόρου στέφανον καὶ κόσμον ἀοιδῆς, Ἀσκραῖον γενεὴν Ἡσίοδον κατέχω.",https://anthologiagraeca.org/api/texts/561/
7.53,"Ἡσίοδος Μούσαις Ἑλικωνίσι τόνδ᾽ ἀνέθηκα, ὕμνῳ νικήσας ἐν Χαλκίδι θεῖον Ὅμηρον.",https://anthologiagraeca.org/api/texts/564/
7.54,"Ἄσκρη μὲν πατρὶς πολυλήιος, ἀλλὰ θανόντος ὀστέα πληξίππων γῆ Μινυῶν κατέχει Ἡσιόδου, τοῦ πλεῖστον ἐν ἀνθρώποις κλέος ἐστὶν ἀνδρῶν κρινομένων ἐν βασάνῳ σοφίης.",https://anthologiagraeca.org/api/texts/567/
7.55,"Λοκρίδος ἐν νέμεϊ σκιερῷ νέκυν Ἡσιόδοιο νύμφαι κρηνίδων λοῦσαν ἀπὸ σφετέρων, καὶ τάφον ὑψώσαντο: γάλακτι δὲ ποιμένες αἰγῶν ἔρραναν, ξανθῷ μιξάμενοι μέλιτι: τοίην γὰρ καὶ γῆρυν ἀπέπνεεν ἐννέα Μουσέων ὁ πρέσβυς καθαρῶν γευσάμενος λιβάδων.",https://anthologiagraeca.org/api/texts/570/
7.56,"ἦν ἄρα Δημοκρίτοιο γέλως τόδε, καὶ τάχα λέξει: οὐκ ἔλεγον γελόων, Πάντα πέλουσι γέλως; καὶ γὰρ ἐγὼ σοφίην μετ᾽ ἀπείρονα, καὶ στίχα βίβλων τοσσατίων, κεῖμαι νέρθε τάφοιο γέλως.",https://anthologiagraeca.org/api/texts/573/
7.57,"καὶ τίς ἔφυ σοφὸς ὧδε; τίς ἔργον ἔρεξε τοσοῦτον, ὅσσον ὁ παντοδαὴς ἤνυσε Δημόκριτος; ὃς θάνατον παρεόντα τρί᾽ ἤματα δώμασιν ἔσχεν, καὶ θερμοῖς ἄρτων ἄσθμασιν ἐξένισεν.",https://anthologiagraeca.org/api/texts/576/
7.58,"εἰ καὶ ἀμειδήτων νεκύων ὑπὸ γαῖαν ἀνάσσεις, Φερσεφόνη, ψυχὴν δέχνυσο Δημοκρίτου εὐμενέως γελόωσαν, ἐπεὶ καὶ σεῖο τεκοῦσαν ἀχνυμένην ἐπὶ. σοὶ μοῦνος ἔκαμψε γέλως.",https://anthologiagraeca.org/api/texts/579/
7.59,"Πλούτων δέξο μάκαρ Δημόκριτον, ὥς κεν ἀνάσσων αἰὲν ἀμειδήτων καὶ γελόωντα λάχοις.",https://anthologiagraeca.org/api/texts/582/
7.60,"σωφροσύνῃ προφέρων θνητῶν ἤθει τε δικαίῳ ἐνθάδε κεῖται ἀνὴρ θεῖος Ἀριστοκλέης εἰ δέ τις ἐκ πάντων σοφίης μέγαν ἔσχεν ἔπαινον, οὗτος ἔχει πλεῖστον, καὶ φθόνον οὐ φέρεται.",https://anthologiagraeca.org/api/texts/585/
7.61,"γαῖα μὲν ἐν κόλποις κρύπτει τόδε σῶμα Πλάτωνος, ψυχὴ δ᾽ ἀθάνατον τάξιν ἔχει μακάρων υἱοῦ Ἀρίστωνος, τόν τις καὶ τηλόθι ναίων τιμᾷ ἀνὴρ ἀγαθός, θεῖον ἰδόντα βίον.",https://anthologiagraeca.org/api/texts/588/
7.62,"α. αἰετέ, τίπτε βέβηκας ὑπὲρ τάφον ; ἢ τίνος, εἰπέ, ἀστερόεντα θεῶν οἶκον ἀποσκοπέεις; β. ψυχῆς εἰμι Πλάτωνος ἀποπταμένης ἐς Ὄλυμπον εἰκών: σῶμα δὲ γῆ γηγενὲς Ἀτθὶς ἔχει.",https://anthologiagraeca.org/api/texts/591/
7.63,"τὸν κύνα Διογένη, νεκυοστόλε, δέξο με, πορθμεῦ, γυμνώσαντα βίου παντὸς ἐπισκύνιον.",https://anthologiagraeca.org/api/texts/594/
7.64,"α. εἰπέ, κύον, τίνος ἀνδρὸς: ἐφεστὼς σῆμα φυλάσσεις; β. τοῦ Κυνός. α. ἀλλὰ τίς ἦν οὗτος ἀνὴρ ὁ κύων; β. Διογένης. α. γένος εἰπέ. β. Σίνωπεύς. α. ὃς πίθον ᾤκει ; β. καὶ μάλα: νῦν δὲ θανὼν ἀστέρας οἶκον ἔχει.",https://anthologiagraeca.org/api/texts/597/
7.65,"Διογένευς τόδε σῆμα, σοφοῦ κυνός, ὅς ποτε θυμῷ ἄρσενι γυμνήτην ἐξεπόνει βίοτον, ᾧ μία τις πήρα, μία διπλοΐς, εἷς ἅμ᾽ ἐφοίτα σκίπων, αὐτάρκους ὅπλα σαοφροσύνας. ἀλλὰ τάφου τοῦδ᾽ ἐκτὸς ἴτ᾽, ἄφρονες, ὡς ὁ Σινωπεὺς ἐχθαίρει φαῦλον πάντα καὶ εἰν Ἀίδῃ.",https://anthologiagraeca.org/api/texts/601/
7.66,βάκτρον καὶ πήρη καὶ διπλόον εἷμα σοφοῖο Διογένευς βιότου φόρτος ὁ κουφότατος. πάντα φέρω πορθμῆι: λέλοιπα γὰρ οὐδὲν ὑπὲρ γῆς: ἀλλὰ κύον σαίνοις Κέρβερε τόν με κύνα.,https://anthologiagraeca.org/api/texts/604/
7.67,"Ἀίδεω λυπηρὲ διήκονε, τοῦτ᾽ Ἀχέροντος ὕδωρ ὃς πλώεις πορθμίδι κυανέῃ, δέξαι μ᾽, εἰ καί σοι μέγα βρίθεται ὀκρυόεσσα βᾶρις ἀποφθιμένων, τὸν κύνα Διογένην. ὄλπη μοι καὶ πήρη ἐφόλκια, καὶ τὸ παλαιὸν ἔσθος, χὠ φθιμένους ναυστολέων ὀβολός. πάνθ᾽ ὅσα κἠν ζωοῖς ἐπεπάμεθα, ταῦτα παρ᾽ Ἅιδαν ἔρχομ᾽ ἔχων λείπω δ᾽ οὐδὲν ὑπ᾽ ἠελίῳ.",https://anthologiagraeca.org/api/texts/608/
7.68,"Ἄϊδος ὦ νεκυηγέ, κεχαρμένε δάκρυσι πάντων, ὃς βαθὺ πορθμεύεις τοῦτ᾽ Ἀχέροντος ὕδωρ, εἰ καί σοι βέβριθεν ὑπ᾽ εἰδώλοισι καμόντων ὁλκάς, μὴ προλίπῃς Διογένη με κύνα. ὄλπην καὶ σκίπωνα φέρω, καὶ διπλόον εἷμα, καὶ πήρην, καὶ σοὶ ναυτιλίης ὀβολόν. καὶ ζωὸς τάδε μοῦνον, ἃ καὶ νέκυς ὧδε κομίζω, εἶχον: ὑπ᾽ ἠελίου δ᾽ οὔ τι λέλοιπα φάει.",https://anthologiagraeca.org/api/texts/611/
7.69,"Κέρβερε δειμαλέην ὑλακὴν νεκύεσσιν ἰάλλων, ἤδη φρικαλέον δείδιθι καὶ σὺ νέκυν: Ἀρχίλοχος τέθνηκε: φυλάσσεο θυμὸν ἰάμβων δριμύν, πικροχόλου τικτόμενον στόματος. οἶσθα βοῆς κείνοιο μέγα σθένος, εὖτε Λυκάμβεω νηῦς μία σοι δισσὰς ἤγαγε θυγατέρας.",https://anthologiagraeca.org/api/texts/615/
7.70,"νῦν πλέον ἢ τὸ πάροιθε πύλας κρατεροῖο βερέθρου ὄμμασιν ἀγρύπνοις τρισσὲ φύλασσε κύον. εἰ γὰρ φέγγος ἔλειπον ἀλυσκάζουσαι ἰάμβων ἄγριον Ἀρχιλόχου φλέγμα Λυκαμβιάδες, πῶς οὐκ ἂν προλίποι σκοτίων πυλεῶνας ἐναύλων νεκρὸς ἅπας, φεύγων τάρβος ἐπεσβολίης;",https://anthologiagraeca.org/api/texts/619/
7.71,"σῆμα τόδ᾽ Ἀρχιλόχου παραπόντιον, ὅς ποτε πικρὴν μοῦσαν ἐχιδναίῳ πρῶτος ἔβαψε χόλῳ, αἱμάξας Ἑλικῶνα τὸν ἥμερον. οἶδε Λυκάμβης, μυρόμενος τρισσῶν ἅμματα θυγατέρων. ἠρέμα δὴ παράμειψον, ὁδοιπόρε, μή ποτε τοῦδε κινήσῃς τύμβῳ σφῆκας ἐφεζομένους.",https://anthologiagraeca.org/api/texts/623/
7.72,"χαῖρε, Νεοκλείδα, δίδυμον γένος, ὧν ὁ μὲν ὑμῶν πατρίδα δουλοσύνας ῥύσαθ᾽, ὁ δ᾽ ἀφροσύνας.",https://anthologiagraeca.org/api/texts/626/
7.73,"ἀντὶ τάφου λιτοῖο θὲς Ἑλλάδα, θὲς δ᾽ ἐπὶ ταύταν δούρατα, βαρβαρικᾶς σύμβολα ναυφθορίας, καὶ τύμβῳ κρηπῖδα περίγραφε Περσικὸν Ἄρη καὶ Ξέρξην: τούτοις θάπτε Θεμιστοκλέα. στάλα δ᾽ ἁ Σαλαμὶς ἐπικείσεται, ἔργα λέγουσα τἀμά τί με σμικροῖς τόν μέγαν ἐντίθετε;",https://anthologiagraeca.org/api/texts/629/
7.74,"τοῦτο Θεμιστοκλεῖ ξένον ἠρίον εἵσατο Μάγνης λαός, ὅτ᾽ ἐκ Μήδων πατρίδα ῥυσάμενος ὀθνείην ὑπέδυ χθόνα καὶ λίθον. ἦ θέλεν οὕτως ὁ φθόνος: αἱ δ᾽ ἀρεταὶ μεῖον ἔχουσι γέρας.",https://anthologiagraeca.org/api/texts/632/
7.75,"Στασίχορον, ζαπληθὲς ἀμέτρητον στόμα Μούσης, ἐκτέρισεν Κατάνας αἰθαλόεν δάπεδον, οὗ, κατὰ Πυθαγόρου φυσικὰν φάτιν, ἁ πρὶν Ὁμήρου ψυχὰ ἐνὶ στέρνοις δεύτερον ᾠκίσατο.",https://anthologiagraeca.org/api/texts/635/
7.76,"Ἐμπορίης λήξαντα Φιλόκριτον, ἄρτι δ᾽ ἀρότρου γευόμενον, ξείνῳ Μέμφις ἔκρυψε τάφῳ, ἔνθα δραμὼν Νείλοιο πολὺς ῥόος ὕδατι λάβρῳ τἀνδρὸς τὴν ὀλίγην βῶλον ἀπημφίασε. καὶ ζωὸς μὲν ἔφευγε πικρὴν ἅλα: νῦν δὲ καλυφθεὶς κύμασι ναυηγὸν σχέτλιος ἔσχε τάφον.",https://anthologiagraeca.org/api/texts/639/
7.77,"οὗτος ὁ τοῦ Κείοιο Σιμωνίδεω ἐστὶ σαωτήρ, ὃς καὶ τεθνηὼς ζῶντ᾽ ἀπέδωκε χάριν.",https://anthologiagraeca.org/api/texts/642/
7.78,"Πρηΰτερον γῆράς σε, καὶ οὐ κατὰ νοῦσος ἀμαυρὴ ἔσβεσεν εὐνήθης δ᾽ ὕπνον ὀφειλόμενον, ἄκρα μεριμνήσας, Ἐρατόσθενες: οὐδὲ Κυρήνη μαῖά σε πατρῴων ἐντὸς ἔδεκτο τάφων, Ἀγλαοῦ υἱέ: φίλος δὲ καὶ ἐν ξείνῃ κεκάλυψαι πὰρ τόδε Πρωτῆος κράσπεδον αἰγιαλοῦ.",https://anthologiagraeca.org/api/texts/645/
7.79,"α. ὤνθρωπ᾽, Ἡράκλειτος ἐγὼ σοφὰ μοῦνος ἀνευρεῖν φαμί τὰ δ᾽ ἐς πάτραν κρέσσονα καὶ σοφίης: λὰξ γὰρ καὶ τοκεῶνας, ἰὼ ξένε, δύσφρονας ἄνδρας ὑλάκτευν. β. λαμπρὰ θρεψαμένοισι χάρις. α. οὐκ ἀπ᾽ ἐμεῦ; β. μὴ τρηχύς. α. ἐπεὶ τάχα καὶ σύ τι πεύσῃ τρηχύτερον Πάτρας. β. χαῖρε. α. σὺ δ᾽ ἐξ Ἐφέσου.",https://anthologiagraeca.org/api/texts/649/
7.80,"εἶπέ τις, Ἡράκλειτε, τεὸν μόρον, ἐς δέ με δάκρυ ἤγαγεν, ἐμνήσθην δ᾽ ὁσσάκις ἀμφότεροι ἥλιον ἐν λέσχῃ κατεδύσαμεν ἀλλὰ σὺ μέν που, ξεῖν᾽ Ἁλικαρνησεῦ, τετράπαλαι σποδιή: αἱ δὲ τεαὶ ζώουσιν ἀηδόνες, ᾗσιν ὁ πάντων ἁρπακτὴς Ἀίδης οὐκ ἐπὶ χεῖρα βαλεῖ.",https://anthologiagraeca.org/api/texts/653/
7.81,"ἑπτὰ σοφῶν, Κλεόβουλε, σὲ μὲν τεκνώσατο Λίνδος φατὶ δὲ Σισυφία χθὼν Περίανδρον ἔχειν Πιττακὸν ἁ Μιτυλᾶνα: Βίαντα δὲ δῖα Πριήνη: Μίλητος δὲ Θαλῆν, ἄκρον ἔρεισμα Δίκας: ἁ Σπάρτα Χίλωνα: Σόλωνα δὲ Κεκροπὶς αἶα, πάντας ἀριζάλου σωφροσύνας φύλακας.",https://anthologiagraeca.org/api/texts/658/
7.82,Δωρίδος ἐκ Μούσης κεκορυθμένον ἀνέρα Βάκχῳ καὶ Σατύροις Σικελὸν τῇδ᾽ Ἐπίχαρμον ἔχω.,https://anthologiagraeca.org/api/texts/661/
7.83,"τόνδε Θαλῆν Μίλητος Ἰὰς θρέψασ᾽ ἀνέδειξεν, ἀστρολόγων πάντων πρεσβύτατον σοφίῃ.",https://anthologiagraeca.org/api/texts/666/
7.84,"ἦ ὀλίγον τόδε σᾶμα, τὸ δὲ κλέος οὐρανόμηκες τοῦ πολυφροντίστου τοῦτο Θάλητος ὅρη.",https://anthologiagraeca.org/api/texts/667/
7.85,"Once, Zeus the Sun, didst thou carry off from the stadion, as he was viewing the games, Thales the sage. I praise thee for taking him away to be near thee, for in truth the old man could no longer see the stars from earth.",https://anthologiagraeca.org/api/texts/672/
7.86,ἡ Μήδων ἄδικον παύσασ᾽ ὕβριν ἥδε Σόλωνα τόνδε τεκνοῖ Σαλαμὶς θεσμοθέτην ἱερόν.,https://anthologiagraeca.org/api/texts/675/
7.87,"σῶμα μὲν ἦρε Σόλωνος ἐν ἀλλοδαπῇ Κύπριον πῦρ, ὀστὰ δ᾽ ἔχει Σαλαμίς, ὧν κόνις ἀστάχυες: ψυχὴν δ᾽ ἄξονες εὐθὺς ἐς οὐρανὸν ἤγαγον εὖ γὰρ θῆκε νόμοις ἀστοῖς ἄχθεα κουφότατα.",https://anthologiagraeca.org/api/texts/677/
7.88,"Φωσφόρε σοί Πολύδευκες ἔχω χάριν, οὕνεκεν υἱὸς Χίλωνος πυγμῇ χλωρὸν ἕλεν κότινον εἰ δ᾽ ὁ πατὴρ στεφανοῦχον ἰδὼν τέκνον> ἤμυσεν ἡσθείς, οὐ νεμεσητὸν ἐμοὶ τοῖος ἴτω θάνατος.",https://anthologiagraeca.org/api/texts/680/
7.89,"ξεῖνος Ἀταρνείτης τις ἀνείρετο Πιττακὸν οὕτω τὸν Μυτιληναῖον, παῖδα τὸν Ὑρράδιον· ""ἄττα γέρον, δοιός με καλεῖ γάμος: ἡ μία μὲν δὴ νύμφη καὶ πλούτῳ καὶ γενεῇ κατ᾽ ἐμέ· ἡ δ᾽ ἑτέρη προβέβηκε. τί λώιον; εἰ δ᾽ ἄγε σύν μοὶ βούλευσον, ποτέρην εἰς ὑμέναιον ἄγω."" εἶπεν: ὁ δὲ σκίπωνα, γεροντικὸν ὅπλον, ἀείρας, ""Ἡνιδ᾽, ἐκεῖνοί σοι πᾶν ἐρέουσιν ἔπος·"" （οἱ δ᾽ ἄρ᾽ ὑπὸ πληγῇσι θοὰς βέμβικας ἔχοντες ἔστρεφον εὐρείῃ παῖδες ἐνὶ τριόδῳ·） κείνων ἔρχεο, φησί, μετ᾽ ἴχνια. χὠ μὲν ἐπέστη πλησίον· οἱ δ᾽ ἔλεγον· ""τὴν κατὰ σαυτὸν ἔλα."" ταῦτ᾽ ἀίων ὁ ξεῖνος ἐφείσατο μείζονος οἴκου δράξασθαι, παίδων κληδόνα συνθέμενος. τὴν δ᾽ ὀλίγην ὡς κεῖνος ἐς οἶκον ἐπήγετο νύμφην, οὕτω καὶ σὺ γ᾽ ἰὼν τὴν κατὰ σαυτὸν ἔλα.",https://anthologiagraeca.org/api/texts/686/
7.90,"κλεινοῖς ἐν δαπέδοισι Πριήνης φύντα καλύπτει ἥδε Βίαντα πέτρη, κόσμον Ἴωσι μέγαν.",https://anthologiagraeca.org/api/texts/688/
7.91,"τῇδε Βίαντα κέκευθα, τὸν ἀτρέμας ἤγαγεν Ἑρμῆς εἰς Ἀίδην, πολιῷ γήραϊ νιφόμενον εἶπε γάρ, εἶπε δίκην ἑτάρου τινός· εἶτ᾽ ἀποκλινθεὶς παιδὸς ἐς ἀγκαλίδας μακρὸν ἔτεινεν ὕπνον.",https://anthologiagraeca.org/api/texts/693/
7.92,"ἐς Σκυθίην Ἀνάχαρσις ὅτ᾽ ἤλυθε πολλὰ μογήσας, πάντας ἔπειθε βιοῦν ἤθεσιν ἑλλαδικοῖς: τὸν δ᾽ ἔτι μῦθον ἄκραντον ἐνὶ στομάτεσσιν ἔχοντα πτηνὸς ἐς ἀθανάτους ἥρπασεν ὦκα δόναξ,",https://anthologiagraeca.org/api/texts/694/
7.93,"τῆς σοφίης πάσης ἐν ἐμοὶ τέλος: ἢν δέ τι πάσχω, Πυθαγόρῃ τῷ μῷ λέγε ταῦθ᾽, ὅτι πρῶτος ἀπάντων ἔστιν ἀν᾽ Ἑλλάδα γῆν. οὐ ψεύδομαι ὧδ᾽ ἀγορεύων.",https://anthologiagraeca.org/api/texts/698/
7.94,"ἐνθάδε, πλεῖστον ἀληθείας ἐπὶ τέρμα περήσας οὐρανίου κόσμου, κεῖται Ἀναξαγόρας.",https://anthologiagraeca.org/api/texts/701/
7.95,"ἠέλιον πυρόεντα μύδρον ποτὲ φάσκεν ὑπάρχειν, καὶ διὰ τοῦτο θανεῖν μέλλεν Ἀναξαγόρας: ἀλλ᾽ ὁ φίλος Περικλῆς μὲν ἐρύσατο τοῦτον: ὁ δ᾽ αὑτὸν ἐξάγαγεν βιότου μαλθακίῃ σοφίης,",https://anthologiagraeca.org/api/texts/704/
